voltage,current,WFS
17.866666793823242,152.00001525878906,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
152.00001525878906,17.866666793823242,4.100000381469727
